STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNOW,SNWD
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/2/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/3/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/4/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/5/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/6/2015,0.05,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/7/2015,0.29,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/8/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/9/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/10/2015,0.57,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/11/2015,1.05,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/12/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/13/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/14/2015,0.48,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/15/2015,0.02,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/16/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/17/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/18/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/19/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/20/2015,0.13,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/21/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/22/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/23/2015,0.03,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/24/2015,0.07,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/25/2015,0.12,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/26/2015,0.02,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/27/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/28/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/29/2015,0.06,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/30/2015,0.21,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,5/31/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/1/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/2/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/3/2015,0.22,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/4/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/5/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/6/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/7/2015,0.35,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/8/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/9/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/10/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/11/2015,0.75,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/12/2015,0.1,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/13/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/14/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/15/2015,0.8,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/16/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/17/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/18/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/19/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/20/2015,0.03,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/21/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/22/2015,0.03,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/23/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/24/2015,0.01,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/25/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/26/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/27/2015,0.51,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/28/2015,0.28,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/29/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,6/30/2015,0.2,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/1/2015,1,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/2/2015,0.1,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/3/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/4/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/5/2015,0.66,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/6/2015,1.25,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/7/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/8/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/9/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/10/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/11/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/12/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/13/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/14/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/15/2015,0.13,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/16/2015,0.09,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/17/2015,0.22,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/18/2015,0.22,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/19/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/20/2015,0.4,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/21/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/22/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/23/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/24/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/25/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/26/2015,0.85,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/27/2015,0.38,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/28/2015,0.75,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/29/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/30/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,7/31/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/1/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/2/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/3/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/4/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/5/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/6/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/7/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/8/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/9/2015,0.02,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/10/2015,0.31,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/11/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/12/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/13/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/14/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/15/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/16/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/17/2015,1.2,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/18/2015,1,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/19/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/20/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/21/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/22/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/23/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/24/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/25/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/26/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/27/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/28/2015,0.62,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/29/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/30/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,8/31/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/1/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/2/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/3/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/4/2015,0.06,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/5/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/6/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/7/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/8/2015,0.05,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/9/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/10/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/11/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/12/2015,0.05,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/13/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/14/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/15/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/16/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/17/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/18/2015,0.06,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/19/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/20/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/21/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/22/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/23/2015,0.56,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/24/2015,1.1,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/25/2015,1.46,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/26/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/27/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/28/2015,0,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/29/2015,0.37,0,0
USC00398622,"VERMILLION 2 SE, SD US",42.7625,-96.9194,346.6,9/30/2015,0,0,0
